gesture,thumb_tip_x,thumb_tip_y,thumb_ip_x,thumb_ip_y,thumb_mcp_x,thumb_mcp_y,thumb_cmc_x,thumb_cmc_y,index_tip_x,index_tip_y,index_dip_x,index_dip_y,index_pip_x,index_pip_y,index_mcp_x,index_mcp_y,middle_tip_x,middle_tip_y,middle_dip_x,middle_dip_y,middle_pip_x,middle_pip_y,middle_mcp_x,middle_mcp_y,ring_tip_x,ring_tip_y,ring_dip_x,ring_dip_y,ring_pip_x,ring_pip_y,ring_mcp_x,ring_mcp_y,pinky_tip_x,pinky_tip_y,pinky_dip_x,pinky_dip_y,pinky_pip_x,pinky_pip_y,pinky_mcp_x,pinky_mcp_y
up,-0.06565370162328088,0.15112024545669556,-0.11403735478719079,0.10585597157478333,-0.12181337674458825,0.018072456121444702,-0.09416468938191735,-0.08149656653404236,-0.01422007878621423,0.39067333936691284,-0.026989718278249142,0.32544371485710144,-0.03166272242863977,0.2492368221282959,-0.03843679030736291,0.13572955131530762,-0.04711427291234338,0.033519893884658813,-0.06620188554128015,0.058172911405563354,-0.036647458871205685,0.1606217324733734,0.012889186541239384,0.10824790596961975,-0.008136530717213986,-0.007155925035476685,-0.03399296601613366,0.008649855852127075,-0.009139200051625607,0.09969687461853027,0.04794088999430335,0.07201442122459412,0.026622722546259525,-0.028902024030685425,0.0018845597902933386,-0.008183926343917847,0.02404497067133582,0.052596062421798706,0.07769236962000525,0.028534382581710815
up,-0.0541347861289978,0.15610060095787048,-0.10766607522964478,0.11716845631599426,-0.11961346864700317,0.023027747869491577,-0.09425139427185059,-0.08166125416755676,-0.014225184917449951,0.38743552565574646,-0.0270501971244812,0.3214208036661148,-0.032195866107940674,0.24917641282081604,-0.03818976879119873,0.13609927892684937,-0.04453617334365845,0.03229758143424988,-0.06489044427871704,0.051643162965774536,-0.03745025396347046,0.15652728080749512,0.012463033199310303,0.10971981287002563,-0.007795512676239014,-0.006088465452194214,-0.03379124402999878,0.006050616502761841,-0.008837342262268066,0.09865257143974304,0.0472550094127655,0.07263553142547607,0.02478206157684326,-0.030738085508346558,-9.119510650634766e-05,-0.010178714990615845,0.02277761697769165,0.0517486035823822,0.07578438520431519,0.027344614267349243
up,-0.05713048577308655,0.15221248070398963,-0.10826477408409119,0.11119968692461646,-0.11964836716651917,0.020318160454432133,-0.09369495511054993,-0.082603265841802,-0.009903520345687866,0.3917367259661356,-0.024849802255630493,0.32616120080153144,-0.02992388606071472,0.25149245063463843,-0.036308854818344116,0.1372628013292948,-0.04579922556877136,0.03452981511751807,-0.06548884510993958,0.05930824081103003,-0.033462852239608765,0.16338990132013953,0.014346957206726074,0.11034710208574927,-0.007635444402694702,-0.008954276641209957,-0.03403940796852112,0.010161469380060795,-0.006691664457321167,0.10390792290369666,0.048430413007736206,0.07287393013636267,0.024853527545928955,-0.030023445685704586,0.0005401074886322021,-0.005619217952092526,0.025106430053710938,0.056851277748743656,0.0772240161895752,0.02669120828310645
up,-0.055652300516764286,0.1517771383126577,-0.10739211241404212,0.11465029915173852,-0.11990867058436072,0.02479388316472375,-0.09443608919779456,-0.07683602968851722,-0.01005278031031287,0.39283366998036706,-0.025005678335825565,0.32656069596608484,-0.030478636423746708,0.25368829568227136,-0.0372596184412638,0.13829525311787927,-0.040940384070078495,0.03636499245961511,-0.061220089594523075,0.057587166627248165,-0.030085186163584354,0.1637785931428274,0.013473828633626339,0.11035453279813134,-0.008147994677225712,-0.004676977793375614,-0.03521970907847083,0.007462461789449093,-0.006594041983286503,0.1005962689717611,0.04810522993405664,0.0718070467313131,0.02319677670796716,-0.03178785244623816,-0.0006347099939981726,-0.011045316855112675,0.025686373313268063,0.04892080028851831,0.0767501791318258,0.023602088292439816
up,-0.05611308415730798,0.1523008644580841,-0.10815187295277917,0.11305752396583557,-0.12013169129689538,0.02028176188468933,-0.09260423978169763,-0.08398118615150452,-0.011705537637074825,0.3917295038700104,-0.025194962819417355,0.32419006526470184,-0.030924280484517452,0.25183919072151184,-0.03765734036763513,0.13666915893554688,-0.0406553943951925,0.033511966466903687,-0.06093629201253259,0.05325999855995178,-0.032971103986104366,0.15962821245193481,0.012398401896158817,0.10892480611801147,-0.005733748277028439,-0.009119123220443726,-0.03134085734685266,0.004508227109909058,-0.005215426286061642,0.10041767358779907,0.04694707194964087,0.07126840949058533,0.02355707685152686,-0.030730873346328735,0.001680771509806278,-0.008944600820541382,0.027691642443338993,0.053198426961898804,0.07647279898325599,0.025376588106155396
up,-0.059195439020792606,0.15165225664774573,-0.1062150398890177,0.10793052117029822,-0.11568526426951087,0.018389294544855717,-0.09197209278742469,-0.08213948210080468,-0.008512179056803348,0.3907819787661234,-0.022978583971659305,0.3258786151806513,-0.02825937668482459,0.25170896450678504,-0.03634927670160926,0.13550982872645057,-0.04372272888819373,0.03567809859911597,-0.06416598955790198,0.0557178954283396,-0.03329143921534217,0.15821782747904456,0.012667198975880978,0.10745118061701453,-0.006344477335611942,-0.010713448127110836,-0.0318320790926615,0.007233927647272709,-0.004427472750345829,0.10141269365946448,0.046524544556935665,0.07038075725237525,0.024272849162419674,-0.03041391571362817,0.0029168327649434778,-0.006454815467198727,0.028947820266087887,0.054419467846552494,0.07684036095937097,0.025609562794367435
up,-0.055472830931345585,0.15069068471590674,-0.1046419541041056,0.11117629210154212,-0.11653260389963782,0.0240285495917002,-0.09223298231760657,-0.07795452078183496,-0.007784704367319706,0.38739741841952,-0.022898713747660282,0.32385439674059546,-0.029098788897196415,0.2503706316153208,-0.03728554646174109,0.1379284063975016,-0.0475905338923136,0.0324281553427378,-0.0630939404169718,0.05878482262293494,-0.028922299544016483,0.16342965761820472,0.01341744263966882,0.10909373561541236,-0.008694628874460819,-0.013749291499455807,-0.031691233317057255,0.005619118611017826,-0.002474049727121952,0.09996072451273597,0.048531850179036495,0.07063994805018103,0.023208727439244625,-0.034200479586919186,0.0023420055707296106,-0.01120077570279443,0.02868335445721948,0.050838420788447025,0.07872011264165246,0.02378929654757178
up,-0.05561468005180359,0.14683229724566138,-0.10529348254203796,0.10573879877726233,-0.1178002655506134,0.019473860661188724,-0.09296610951423645,-0.08004008730252588,-0.007299691438674927,0.38492808739344275,-0.022090405225753784,0.3217230985562006,-0.028277426958084106,0.2488219837347666,-0.036632150411605835,0.13821236292521155,-0.04668566584587097,0.03291625777880347,-0.06208506226539612,0.05872596303621924,-0.027393490076065063,0.16315970818201697,0.014158636331558228,0.1084987918535868,-0.00872543454170227,-0.01365523537000024,-0.03145208954811096,0.0050852994124094275,-0.0015048682689666748,0.0992337862650553,0.049066245555877686,0.0692740182081858,0.0232011079788208,-0.03483389814694726,0.0033176541328430176,-0.01251392563184106,0.030464202165603638,0.04892198244730628,0.07932877540588379,0.022327611843744877
up,-0.0565987924734751,0.15195251504580176,-0.1058851579825083,0.11244166890780127,-0.11683995525042212,0.02150035897890723,-0.0936883191267649,-0.07932179172833764,-0.009051988522211674,0.3933226863543192,-0.02336813012758887,0.32834030191103614,-0.02808077136675513,0.2521266440550486,-0.03576190272967017,0.13752965132395423,-0.04591120282808936,0.03444869319597876,-0.0630297760168711,0.06292156378428138,-0.02772540847460425,0.16739691297213233,0.014386465152104733,0.10804517070452369,-0.008943210045496586,-0.011002232631047604,-0.03306544820467627,0.012316534916559818,-0.0021943549315134314,0.10586474339167273,0.048575182755788204,0.06883088747660315,0.022915561993916866,-0.03237765034039819,0.0009640355904897424,-0.007877220710118649,0.028168906768163082,0.05112714568773902,0.07843877871831262,0.02145446340243018
up,-0.04742435614267987,0.1470144192377726,-0.1030217210451762,0.11417321364084876,-0.11850027243296307,0.024332503477732303,-0.09368870655695599,-0.0783094962437948,-0.007132450739542662,0.3909440437952677,-0.022713581720987974,0.32558622459570563,-0.028317670027414976,0.25239143768946326,-0.036162892977396666,0.1371421615282694,-0.04109470049540204,0.03370515505472815,-0.061412851015726744,0.05625758568445838,-0.029330710570017515,0.1608572403589884,0.014329185088475527,0.10767836372057593,-0.006522814432779966,-0.011764486630757687,-0.03173730770746869,0.005445222059885624,-0.001941601435343443,0.10039583841959632,0.0486571689446767,0.06877712408701575,0.023528178532918276,-0.03271849950154626,0.0026924212773640765,-0.009510954221089718,0.030414005120595278,0.050252387921015385,0.07786109050114948,0.02159098784128821
up,-0.05083300669988,0.14731322725613916,-0.10321511824925744,0.10877226789792382,-0.11524959405263269,0.019804944594701168,-0.09115161498387658,-0.07999939719835913,-0.007269640763600704,0.3892596860726675,-0.02263607581456506,0.32480422159036004,-0.028132518132527706,0.25079493721326196,-0.03594436248143518,0.13739116986592614,-0.04036637147267663,0.03322296341260278,-0.060517628987630245,0.05510704716046655,-0.028932829697926876,0.15845172603925073,0.014481286207834843,0.10883857806523645,-0.00549747546513879,-0.01159364978472388,-0.030297478040059445,0.00614093740781152,-0.001662154992421505,0.09845282634099328,0.04824228088061011,0.06980874141057336,0.025427112976709965,-0.031191060940424564,0.004421273867289188,-0.009460637966791752,0.03056381146113074,0.04862349232037866,0.07709370056788123,0.022761990626653072
up,-0.05399890740712482,0.1481262445449829,-0.10504402716954547,0.10941454768180847,-0.11627747615178424,0.01915767788887024,-0.09261097510655719,-0.08049079775810242,-0.006595094998677553,0.39235711097717285,-0.02198102076848346,0.3276791274547577,-0.027501126130421938,0.25294530391693115,-0.03653909762700397,0.1370794177055359,-0.04041149218877155,0.03327098488807678,-0.060940285523732485,0.05635273456573486,-0.029399951299031557,0.15920040011405945,0.01400525371233624,0.10846993327140808,-0.004504462083180727,-0.008923441171646118,-0.029831906159718813,0.008722513914108276,-0.001349707444508852,0.10057055950164795,0.04808823267618817,0.06900972127914429,0.02609864870707196,-0.031740278005599976,0.004939625660578428,-0.009005099534988403,0.031284729639689146,0.04946446418762207,0.07757715384165448,0.021482735872268677
up,-0.05046952764193219,0.1492449243863424,-0.10465622941652936,0.11250599225362146,-0.11801267663637799,0.02119358380635583,-0.09328181544939679,-0.0805066625277201,-0.008081326882044493,0.3914774556954702,-0.023018370072046934,0.3259371568759283,-0.02796716491381329,0.2522270282109579,-0.03630388776461285,0.13725932439168298,-0.03797991077105206,0.031548698743184445,-0.05985594789187115,0.05225118001302087,-0.029917488495508848,0.1565577586491903,0.014309724171956362,0.10860334833463037,-0.00449890891710919,-0.009876887003580692,-0.030319462219874083,0.006462355454762814,-0.002540121475855528,0.09988283117612207,0.04820313056310016,0.06932516892751062,0.025779356559117617,-0.03200976053873694,0.003909965356190981,-0.009556929270426395,0.02968864639600116,0.050102849801381466,0.07702245314915973,0.022246261437734005
up,-0.05478954315185547,0.14672252535820007,-0.10411781072616577,0.10663270950317383,-0.11473739147186279,0.01721540093421936,-0.09251409769058228,-0.08287915587425232,-0.006189823150634766,0.39174884557724,-0.021280527114868164,0.32750335335731506,-0.027163803577423096,0.2523862421512604,-0.036689579486846924,0.13732564449310303,-0.04077631235122681,0.02915915846824646,-0.06026005744934082,0.052705734968185425,-0.029207348823547363,0.1575627624988556,0.014050304889678955,0.10949674248695374,-0.00601726770401001,-0.014213591814041138,-0.029775023460388184,0.005652636289596558,-0.0016700029373168945,0.0994618833065033,0.04884865880012512,0.0705508291721344,0.02410423755645752,-0.03410664200782776,0.004262030124664307,-0.01136431097984314,0.031044870615005493,0.0490802526473999,0.07922536134719849,0.02379855513572693
up,-0.05431566635767621,0.14794849356015527,-0.10428080956141156,0.10735111435254419,-0.11606136957804364,0.01692502697308862,-0.09263435999552411,-0.08461333314577735,-0.006013194719950377,0.3925305505593618,-0.02132842938105267,0.32756455739339196,-0.027704755465189634,0.25280206402142846,-0.03750048081080121,0.13739480574925744,-0.04058508078257245,0.029894520839055416,-0.0600866476694743,0.05285071333249414,-0.02941689888636273,0.1577595969041189,0.01344244678815204,0.10970943172772729,-0.006095508734385191,-0.013788710037867191,-0.029683331648508726,0.005156447490056393,-0.0016069213549296246,0.09942614038785302,0.04835711916287738,0.07110284765561425,0.023910005887349428,-0.03370089332262671,0.004044314225514711,-0.01161731282869971,0.030790468056996645,0.049184372027715084,0.07867588599522907,0.024935414393742916
up,-0.053277870019276974,0.14827654759089148,-0.10220762093861901,0.10434697071711219,-0.11623926957448327,0.017707804838816288,-0.09302731355031335,-0.08088548978169763,-0.005138655503590939,0.3911157349745432,-0.020233233769734738,0.3259984652201334,-0.026701052983601925,0.25197974840799964,-0.0358144839604696,0.13800601164499915,-0.041497310002644894,0.032954851786295536,-0.06067283948262536,0.052464137474695804,-0.02909042437871301,0.15453053514162696,0.015233347813288334,0.10982627669970191,-0.005045195420583126,-0.010605355103810665,-0.028945227464040157,0.0050437251726785925,-0.00044443209966027464,0.0968294541041056,0.04983822504679358,0.07053143779436744,0.027012507120768192,-0.03173406918843591,0.006443421045939091,-0.01083727677663171,0.03290836016337073,0.047050754229227665,0.07979307572046912,0.022230128447214725
up,-0.061437855164209965,0.15047124028205872,-0.10774076978365577,0.10763642191886902,-0.11519462863604224,0.018220841884613037,-0.09198946754137671,-0.0813833475112915,-0.00838995973269141,0.39440661668777466,-0.02316499749819434,0.3293367028236389,-0.028341899315516117,0.2532353401184082,-0.03504277269045508,0.1378116011619568,-0.04514182607332862,0.03511255979537964,-0.0628783802191416,0.06042078137397766,-0.029332349697748783,0.1645718216896057,0.014188875754674313,0.10741972923278809,-0.007055709759394291,-0.011372804641723633,-0.03191019097963965,0.007313966751098633,-0.00389702121416724,0.10139155387878418,0.04807256658871972,0.06914955377578735,0.024783750375111935,-0.030664384365081787,0.0024159451325734826,-0.0074928998947143555,0.027473857005437252,0.05264464020729065,0.07761706908543908,0.024058043956756592
up,-0.05804896354675293,0.1495075225830078,-0.10754269361495972,0.1126110851764679,-0.11688238382339478,0.02188315987586975,-0.09401708841323853,-0.08084174990653992,-0.008131146430969238,0.39226439595222473,-0.022622883319854736,0.32732193171977997,-0.02754199504852295,0.2532637417316437,-0.03407031297683716,0.13879770040512085,-0.04357588291168213,0.03836682438850403,-0.06264311075210571,0.06318041682243347,-0.029666781425476074,0.16644054651260376,0.014844954013824463,0.10910475254058838,-0.007881462574005127,-0.008880764245986938,-0.03334325551986694,0.010366111993789673,-0.004380464553833008,0.10459473729133606,0.04818159341812134,0.07054269313812256,0.021813154220581055,-0.030066758394241333,-0.00048291683197021484,-0.006294876337051392,0.025760293006896973,0.05392906069755554,0.07649856805801392,0.0242292582988739
up,-0.052377909421920776,0.15045913060506189,-0.10287544131278992,0.11145855983098352,-0.11579599976539612,0.023228486378987667,-0.09307101368904114,-0.07816098133722937,-0.007095009088516235,0.3957322438557943,-0.021512240171432495,0.330158402522405,-0.026609569787979126,0.2549541791280111,-0.035612255334854126,0.13762386639912927,-0.04120412468910217,0.03521694739659631,-0.06123897433280945,0.05856816967328393,-0.029230087995529175,0.161875327428182,0.013612061738967896,0.10804735620816552,-0.00661805272102356,-0.008687833944956425,-0.031201809644699097,0.009709020455678341,-0.0009699165821075439,0.10293369491895044,0.04771271347999573,0.06924640138943994,0.02398088574409485,-0.03113124767939246,0.0030066967010498047,-0.006637255350748661,0.031169742345809937,0.05333118637402856,0.07737582921981812,0.021920879681905148
up,-0.051896870136260986,0.1491624116897583,-0.10322457551956177,0.11093401908874512,-0.11652648448944092,0.022321879863739014,-0.09353971481323242,-0.07894808053970337,-0.007562577724456787,0.39519956707954407,-0.021956026554107666,0.3297257274389267,-0.027097463607788086,0.2545527219772339,-0.03575068712234497,0.13778048753738403,-0.04102814197540283,0.033470869064331055,-0.06105238199234009,0.05697286128997803,-0.02946305274963379,0.160641610622406,0.013939529657363892,0.10848256945610046,-0.006619393825531006,-0.009264469146728516,-0.03097212314605713,0.008868932723999023,-0.001124739646911621,0.10167104005813599,0.04809221625328064,0.06943798065185547,0.024050474166870117,-0.0316198468208313,0.0032539963722229004,-0.007869541645050049,0.03103974461555481,0.05143636465072632,0.07729214429855347,0.022004306316375732
up,-0.055705686410268185,0.14719577630360925,-0.10359962781270349,0.1059857805569967,-0.11316021283467614,0.013980944951375363,-0.09123631318410241,-0.087408701578776,-0.0073627432187398645,0.3908223708470663,-0.022431810696919796,0.32651708026727044,-0.027651508649190304,0.25169523557027185,-0.03790040810902917,0.13593866427739465,-0.03919913371404016,0.035081108411153195,-0.05868794520696008,0.05809738238652551,-0.02684195836385095,0.1607689758141836,0.01201314727465308,0.10808308919270837,-0.006464382012685177,-0.009198168913523319,-0.030662794907887814,0.007660408814748165,-0.00126846631368005,0.09909616907437646,0.04658828179041541,0.06999929745992028,0.023257265488306644,-0.033153096834818485,0.0022756556669870642,-0.012683192888895634,0.02841491500536597,0.04662390549977624,0.07659814755121863,0.024335463841756222
up,-0.053548773129781124,0.14660948514938354,-0.10430177052815759,0.10770907998085022,-0.11539055903752649,0.017054468393325806,-0.09191604455312097,-0.08511468768119812,-0.007551570733388302,0.3902037739753723,-0.02300163110097253,0.3256276547908783,-0.028821607430775997,0.25118449330329895,-0.03786708911259973,0.13640451431274414,-0.040447135766347286,0.03227540850639343,-0.05937560399373376,0.05863282084465027,-0.028242965539296505,0.16218110918998718,0.013026366631189945,0.10871842503547668,-0.007439633210500118,-0.012223631143569946,-0.03108127911885583,0.007587462663650513,-0.0019830663998922082,0.10016235709190369,0.047858546177546146,0.07013753056526184,0.023176411787668827,-0.033262044191360474,0.0025387505690256384,-0.011835545301437378,0.028680304686228397,0.04778978228569031,0.07808814446131385,0.023506373167037964
up,-0.05481584866841638,0.14712427059809363,-0.10373963912328088,0.10618666807810462,-0.11587240298589074,0.020287851492563846,-0.09208561976750695,-0.07681771119435632,-0.008314510186513302,0.39018384615580237,-0.022494932015736935,0.3268013695875803,-0.02757241328557336,0.2521130243937174,-0.03624566396077478,0.13931171099344886,-0.04557808240254724,0.029805223147074345,-0.06221618254979455,0.05665750304857886,-0.027673502763112423,0.16146380702654517,0.014970103899637821,0.10981697837511695,-0.008332808812459347,-0.012892385323842404,-0.03126998742421472,0.006721178690592411,-0.000626226266225216,0.09867803255716956,0.04967157046000159,0.0689397553602854,0.02362040678660071,-0.03374614318211877,0.003607908884684208,-0.01135375102361047,0.031917254130045536,0.04621310035387671,0.07911346356074012,0.019241313139597538
up,-0.053816139698028564,0.14562515417734778,-0.10595941543579102,0.10780502359072364,-0.11708897352218628,0.01756540934244788,-0.09216177463531494,-0.08219589789708459,-0.009625673294067383,0.39675367871920264,-0.024625658988952637,0.3318934837977091,-0.029447078704833984,0.2552053133646647,-0.03617912530899048,0.1387518445650736,-0.042456865310668945,0.033246199289957645,-0.0617908239364624,0.05768228570620215,-0.028530359268188477,0.1616359154383341,0.013889133930206299,0.10871932903925574,-0.005525171756744385,-0.012185951073964474,-0.030997276306152344,0.006288448969523075,-0.0017281770706176758,0.09967408577601111,0.048091113567352295,0.06920597950617469,0.02709457278251648,-0.03188689549764001,0.0052329301834106445,-0.008741160233815548,0.031778424978256226,0.04972360531489051,0.07811284065246582,0.021597305933634403
up,-0.05321764945983887,0.14914723237355554,-0.10353827476501465,0.10817246635754907,-0.11616796255111694,0.018664826949437496,-0.09346169233322144,-0.08306635419527686,-0.008728444576263428,0.3961646457513174,-0.02344048023223877,0.33019978304704034,-0.028304219245910645,0.2545577188332876,-0.035781800746917725,0.13849659760793054,-0.04167228937149048,0.036898305018742916,-0.06095743179321289,0.06146346529324853,-0.028201043605804443,0.16476075847943628,0.014080286026000977,0.10918595393498742,-0.005592405796051025,-0.010185788075129154,-0.031476616859436035,0.007259537776311276,-0.0019167661666870117,0.10175259908040368,0.04846563935279846,0.07039241989453637,0.02665451169013977,-0.030719826618830326,0.0044214725494384766,-0.007772157589594486,0.03130596876144409,0.05255015691121423,0.07798266410827637,0.023238768180211422
up,-0.05076006054878235,0.1514874597390493,-0.10499092936515808,0.11474659045537317,-0.11888483166694641,0.02304198344548547,-0.09269079566001892,-0.08023254076639807,-0.01083412766456604,0.3958507378896078,-0.025094181299209595,0.3284470637639364,-0.030045896768569946,0.2532813449700674,-0.03691717982292175,0.1368850668271383,-0.03934559226036072,0.03376140197118127,-0.060256749391555786,0.056920965512593624,-0.03112015128135681,0.1621167858441671,0.013528287410736084,0.10905002554257714,-0.006122320890426636,-0.00664476553599036,-0.030776530504226685,0.010072370370229122,-0.003338545560836792,0.10337745149930322,0.04763945937156677,0.07134362061818444,0.02555254101753235,-0.029330412546793583,0.0034276843070983887,-0.005898157755533817,0.028630852699279785,0.05552901824315393,0.076305091381073,0.025583942731221554
up,-0.053768545389175415,0.1498820583025614,-0.10663577914237976,0.11212242643038428,-0.1197722852230072,0.021093616882959965,-0.09387657046318054,-0.0808034439881643,-0.010614782571792603,0.3928235272566477,-0.024460285902023315,0.32715230683485663,-0.02968427538871765,0.2528822819391886,-0.036587685346603394,0.13852671782175696,-0.04293975234031677,0.03166396419207251,-0.062415748834609985,0.05498335758845008,-0.032153934240341187,0.1614591578642527,0.01380130648612976,0.11008087793985999,-0.007289797067642212,-0.009170343478520748,-0.031472355127334595,0.007863471905390385,-0.0038537681102752686,0.10173917810122168,0.04788276553153992,0.07145718733469641,0.023822128772735596,-0.02945338686307275,0.0030922293663024902,-0.006220450003941891,0.029364049434661865,0.054612914721171024,0.0767296552658081,0.024712691704432133
up,-0.05780458450317383,0.1505610843499502,-0.10753035545349121,0.10903721054395044,-0.11785316467285156,0.021188457806905148,-0.09290093183517456,-0.0785845319430033,-0.008697092533111572,0.3954348166783651,-0.02287471294403076,0.3298997481664022,-0.027696669101715088,0.25382711489995324,-0.03653550148010254,0.1368923385938009,-0.04582107067108154,0.03457685311635339,-0.06470084190368652,0.05903579791386926,-0.03141385316848755,0.16167881091435754,0.013730645179748535,0.10775365432103479,-0.005837500095367432,-0.00959501663843787,-0.03128087520599365,0.008959492047627804,-0.0023089051246643066,0.10121347506841027,0.04825785756111145,0.06880127390225732,0.026434868574142456,-0.03168783585230506,0.0037817656993865967,-0.00921509663263953,0.030023962259292603,0.04876225193341577,0.07852238416671753,0.02162369092305505
up,-0.052906960248947144,0.14995841185251868,-0.10513195395469666,0.1123410860697428,-0.11753550171852112,0.0205761889616648,-0.09248384833335876,-0.08196299274762475,-0.009022265672683716,0.39439285794893897,-0.0235690176486969,0.32773430148760474,-0.027836531400680542,0.2517148951689402,-0.03617921471595764,0.13650939861933387,-0.04140391945838928,0.03587747613588965,-0.06220194697380066,0.05934915939966834,-0.029693931341171265,0.16309006015459693,0.014066636562347412,0.10747442642847693,-0.005078524351119995,-0.008580257495244381,-0.031214982271194458,0.009105334679285648,-0.0022433102130889893,0.10216386119524634,0.04802602529525757,0.06908080975214637,0.027161747217178345,-0.03073047598203027,0.0040302276611328125,-0.007398058970769283,0.029860973358154297,0.05271638433138526,0.07746893167495728,0.023554633061091068
up,-0.04880596200625098,0.151687890291214,-0.10278571645418799,0.11694487929344177,-0.11785716811815894,0.025023967027664185,-0.09372432033220923,-0.0800563395023346,-0.010841856400171879,0.3941766619682312,-0.025163422028223636,0.3274660259485245,-0.029839108387629154,0.2528945505619049,-0.03664047519365943,0.13762754201889038,-0.040232668320337894,0.034923940896987915,-0.0611689190069834,0.05926632881164551,-0.03010685245196021,0.16442862153053284,0.014003892739613888,0.10866376757621765,-0.006293306748072269,-0.007576078176498413,-0.032003889481226566,0.009423404932022095,-0.002616355816523197,0.10363802313804626,0.04842885335286462,0.0705103874206543,0.02506520350774133,-0.0311678946018219,0.002390851577123043,-0.007707267999649048,0.029039373000462887,0.052892446517944336,0.077299972375234,0.023739606142044067
up,-0.051187922557195065,0.1518299480279287,-0.10300075014432275,0.11525069673856103,-0.11662893493970239,0.024992068608601925,-0.09331821401913964,-0.07787613073984778,-0.010432710250218746,0.3945237298806509,-0.024691512187322018,0.32883281012376153,-0.02945869167645776,0.2538765867551168,-0.036521722873052,0.13887723286946618,-0.04298900564511621,0.03348179658253991,-0.06174068649609887,0.0603547294934591,-0.029544224341710446,0.1649171312650045,0.013906995455423954,0.10969426234563195,-0.0075892706712087366,-0.009273628393808964,-0.031917085250218746,0.009797592957814572,-0.0023013254006704065,0.10269053777058923,0.04833630720774329,0.07070588072141015,0.024155745903650883,-0.03125445048014319,0.0024072031180063513,-0.008077005545298221,0.029295454422632816,0.05091046293576562,0.07718608776728308,0.023092587788899777
